Year,Round,EventName,Circuit,Session,Driver,Team,Compound,TyreLife,CleanLaps,BestLapTime,AirTemp,TrackTemp,Humidity,WindSpeed,Rainfall
2026,7,Barcelona Grand Prix,Barcelona,FP2,BOT,Cadillac,SOFT,2.0,2,78.225,29.6,47.1,33.3,0.7,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,COL,Alpine,SOFT,2.0,17,77.051,29.8,47.3,31.6,2.3,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,GAS,Alpine,SOFT,4.0,17,77.26,29.4,47.5,32.3,1.6,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,HAD,Red Bull Racing,SOFT,2.0,19,76.674,29.7,48.2,31.4,1.5,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,HAM,Ferrari,SOFT,2.0,17,76.631,29.5,46.4,31.6,3.1,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,HUL,Audi,SOFT,2.0,19,76.934,29.7,48.2,31.9,1.6,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,LAW,Racing Bulls,MEDIUM,2.0,2,76.967,29.8,49.5,28.3,0.6,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,LEC,Ferrari,SOFT,2.0,13,75.799,29.6,47.2,31.8,2.0,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,LIN,Racing Bulls,SOFT,2.0,20,76.411,29.5,46.4,31.6,3.1,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,NOR,McLaren,SOFT,2.0,18,75.426,29.5,46.3,32.0,3.2,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,OCO,Haas F1 Team,SOFT,2.0,19,77.538,29.7,47.7,31.0,2.4,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,PER,Cadillac,SOFT,2.0,23,79.261,29.7,48.2,31.9,1.6,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,PIA,McLaren,SOFT,2.0,11,75.483,29.5,47.1,32.2,2.4,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,RUS,Mercedes,SOFT,2.0,17,75.435,29.4,46.8,32.2,2.5,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,SAI,Williams,SOFT,2.0,17,77.02,29.8,48.3,32.0,2.2,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,STR,Aston Martin,SOFT,2.0,10,79.459,29.7,47.7,31.0,2.4,False
2026,7,Barcelona Grand Prix,Barcelona,FP2,VER,Red Bull Racing,SOFT,2.0,23,76.321,30.0,47.4,31.0,1.5,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,ALB,Williams,SOFT,4.0,5,78.412,31.4,48.1,28.9,3.9,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,ALO,Aston Martin,SOFT,2.0,6,79.496,30.9,48.5,29.7,2.6,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,ANT,Mercedes,SOFT,2.0,4,76.5,31.6,48.8,27.6,1.3,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,BEA,Haas F1 Team,SOFT,3.0,5,78.391,31.2,49.4,30.2,2.6,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,BOR,Audi,SOFT,2.0,4,77.027,31.0,48.7,30.0,2.8,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,BOT,Cadillac,SOFT,5.0,8,79.962,32.0,47.8,29.7,2.3,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,COL,Alpine,SOFT,2.0,5,77.625,31.1,48.5,29.7,2.6,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,GAS,Alpine,SOFT,4.0,5,77.583,31.2,49.1,29.9,2.8,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,HAD,Red Bull Racing,SOFT,6.0,4,76.684,31.2,48.8,30.4,3.5,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,HAM,Ferrari,SOFT,2.0,8,76.381,31.1,48.5,29.7,2.6,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,HUL,Audi,SOFT,2.0,10,76.961,31.1,49.2,30.5,0.0,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,LAW,Racing Bulls,SOFT,2.0,5,77.324,30.9,48.5,29.7,2.6,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,LEC,Ferrari,SOFT,2.0,7,75.922,31.1,49.5,29.8,1.8,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,LIN,Racing Bulls,SOFT,2.0,6,77.02,31.1,48.5,29.7,2.6,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,NOR,McLaren,SOFT,2.0,6,75.925,31.1,48.9,29.9,2.6,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,OCO,Haas F1 Team,SOFT,4.0,5,78.04,31.2,49.4,30.2,2.6,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,PER,Cadillac,SOFT,2.0,9,78.691,31.1,49.5,29.8,1.8,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,PIA,McLaren,SOFT,2.0,3,75.893,31.1,48.9,29.9,2.6,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,RUS,Mercedes,SOFT,2.0,3,75.679,31.0,48.5,30.0,2.4,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,SAI,Williams,SOFT,2.0,11,77.73,31.2,49.1,29.9,2.8,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,STR,Aston Martin,SOFT,2.0,8,80.103,31.0,48.7,30.0,2.8,False
2026,7,Barcelona Grand Prix,Barcelona,FP3,VER,Red Bull Racing,SOFT,2.0,4,76.434,30.9,48.5,29.7,2.6,False
2026,8,Austrian Grand Prix,Spielberg,FP1,ALB,Williams,SOFT,2.0,23,69.644,30.2,49.8,29.3,2.9,False
2026,8,Austrian Grand Prix,Spielberg,FP1,ALO,Aston Martin,SOFT,2.0,13,71.333,31.6,51.4,26.1,1.3,False
2026,8,Austrian Grand Prix,Spielberg,FP1,ANT,Mercedes,SOFT,2.0,19,67.796,30.1,50.9,27.8,1.2,False
2026,8,Austrian Grand Prix,Spielberg,FP1,ARO,Audi,SOFT,3.0,12,69.646,31.3,51.4,26.6,1.4,False
2026,8,Austrian Grand Prix,Spielberg,FP1,BEA,Haas F1 Team,SOFT,2.0,15,69.071,31.8,51.1,27.8,0.5,False
2026,8,Austrian Grand Prix,Spielberg,FP1,BEG,Ferrari,SOFT,4.0,20,69.054,31.6,51.4,26.1,1.3,False
2026,8,Austrian Grand Prix,Spielberg,FP1,BOT,Cadillac,SOFT,2.0,13,69.521,31.8,51.1,27.8,0.5,False
2026,8,Austrian Grand Prix,Spielberg,FP1,BRO,Williams,SOFT,3.0,18,69.979,30.3,50.2,28.1,2.1,False
2026,8,Austrian Grand Prix,Spielberg,FP1,COL,Alpine,SOFT,2.0,14,68.962,30.2,49.8,29.3,2.9,False
2026,8,Austrian Grand Prix,Spielberg,FP1,CRA,Aston Martin,SOFT,3.0,13,71.202,31.5,51.0,25.7,0.6,False
2026,8,Austrian Grand Prix,Spielberg,FP1,GAS,Alpine,SOFT,4.0,18,69.546,31.0,50.4,27.7,2.0,False
2026,8,Austrian Grand Prix,Spielberg,FP1,HAD,Red Bull Racing,SOFT,2.0,5,69.481,31.4,51.0,27.2,0.6,False
2026,8,Austrian Grand Prix,Spielberg,FP1,HAM,Ferrari,SOFT,5.0,17,68.461,30.2,50.8,27.1,0.8,False
2026,8,Austrian Grand Prix,Spielberg,FP1,HIR,Haas F1 Team,SOFT,2.0,11,70.493,31.4,51.3,26.2,1.2,False
2026,8,Austrian Grand Prix,Spielberg,FP1,HUL,Audi,SOFT,2.0,20,69.165,30.6,50.2,28.0,2.9,False
2026,8,Austrian Grand Prix,Spielberg,FP1,IWA,Racing Bulls,SOFT,7.0,9,69.637,31.1,50.2,28.1,2.1,False
2026,8,Austrian Grand Prix,Spielberg,FP1,LIN,Racing Bulls,SOFT,2.0,10,68.726,30.2,49.8,29.3,2.9,False
2026,8,Austrian Grand Prix,Spielberg,FP1,NOR,McLaren,MEDIUM,4.0,5,68.873,31.3,51.0,26.4,1.2,False
2026,8,Austrian Grand Prix,Spielberg,FP1,PER,Cadillac,HARD,8.0,6,71.283,29.9,50.1,27.8,0.0,False
2026,8,Austrian Grand Prix,Spielberg,FP1,PIA,McLaren,SOFT,2.0,16,67.913,31.8,51.1,27.8,0.5,False
2026,8,Austrian Grand Prix,Spielberg,FP1,RUS,Mercedes,SOFT,5.0,22,67.836,30.2,49.8,29.3,2.9,False
2026,8,Austrian Grand Prix,Spielberg,FP1,VER,Red Bull Racing,SOFT,2.0,9,68.077,31.6,51.4,26.1,1.3,False
2026,8,Austrian Grand Prix,Spielberg,FP2,ALB,Williams,SOFT,2.0,20,68.838,32.0,46.7,26.5,1.3,False
2026,8,Austrian Grand Prix,Spielberg,FP2,ALO,Aston Martin,SOFT,2.0,17,70.544,31.8,47.0,26.7,0.9,False
2026,8,Austrian Grand Prix,Spielberg,FP2,ANT,Mercedes,SOFT,5.0,16,67.014,32.1,46.6,26.2,0.7,False
2026,8,Austrian Grand Prix,Spielberg,FP2,BEA,Haas F1 Team,SOFT,5.0,18,68.532,31.8,47.0,26.7,0.9,False
2026,8,Austrian Grand Prix,Spielberg,FP2,BOR,Audi,SOFT,2.0,19,68.3,32.1,46.7,26.4,0.8,False
2026,8,Austrian Grand Prix,Spielberg,FP2,BOT,Cadillac,MEDIUM,2.0,3,71.307,31.8,49.0,26.8,1.3,False
2026,8,Austrian Grand Prix,Spielberg,FP2,COL,Alpine,SOFT,5.0,17,68.831,32.1,46.7,26.4,0.8,False
2026,8,Austrian Grand Prix,Spielberg,FP2,GAS,Alpine,SOFT,2.0,21,68.376,31.8,47.3,26.3,0.8,False
2026,8,Austrian Grand Prix,Spielberg,FP2,HAD,Red Bull Racing,SOFT,5.0,17,67.758,32.1,46.0,26.4,1.2,False
2026,8,Austrian Grand Prix,Spielberg,FP2,HAM,Ferrari,SOFT,2.0,20,67.611,31.8,47.2,26.9,1.9,False
2026,8,Austrian Grand Prix,Spielberg,FP2,HUL,Audi,SOFT,2.0,19,68.559,32.0,47.5,26.4,1.4,False
2026,8,Austrian Grand Prix,Spielberg,FP2,LAW,Racing Bulls,SOFT,5.0,26,68.235,31.8,47.0,26.7,0.9,False
2026,8,Austrian Grand Prix,Spielberg,FP2,LEC,Ferrari,SOFT,2.0,19,67.855,31.7,47.1,26.4,1.8,False
2026,8,Austrian Grand Prix,Spielberg,FP2,LIN,Racing Bulls,SOFT,5.0,23,68.378,31.8,47.0,26.7,0.9,False
2026,8,Austrian Grand Prix,Spielberg,FP2,NOR,McLaren,SOFT,2.0,17,67.339,31.8,47.0,27.0,3.8,False
2026,8,Austrian Grand Prix,Spielberg,FP2,OCO,Haas F1 Team,SOFT,2.0,21,68.83,31.7,46.8,27.2,1.7,False
2026,8,Austrian Grand Prix,Spielberg,FP2,PIA,McLaren,SOFT,2.0,18,67.251,31.8,47.3,26.3,0.8,False
2026,8,Austrian Grand Prix,Spielberg,FP2,RUS,Mercedes,SOFT,6.0,17,67.637,32.1,46.7,26.4,0.8,False
2026,8,Austrian Grand Prix,Spielberg,FP2,SAI,Williams,SOFT,6.0,19,69.131,32.1,46.0,26.4,1.2,False
2026,8,Austrian Grand Prix,Spielberg,FP2,STR,Aston Martin,SOFT,2.0,19,70.698,32.1,46.8,26.1,0.8,False
2026,8,Austrian Grand Prix,Spielberg,FP2,VER,Red Bull Racing,SOFT,2.0,18,67.564,32.1,46.6,26.2,0.7,False
2026,8,Austrian Grand Prix,Spielberg,FP3,ALB,Williams,SOFT,2.0,12,68.992,31.7,52.0,28.4,0.9,False
2026,8,Austrian Grand Prix,Spielberg,FP3,ALO,Aston Martin,SOFT,2.0,11,70.421,31.8,52.6,28.7,1.0,False
2026,8,Austrian Grand Prix,Spielberg,FP3,ANT,Mercedes,SOFT,5.0,5,67.134,31.2,51.7,27.0,2.2,False
2026,8,Austrian Grand Prix,Spielberg,FP3,BEA,Haas F1 Team,SOFT,2.0,9,68.529,31.7,52.0,28.4,0.9,False
2026,8,Austrian Grand Prix,Spielberg,FP3,BOR,Audi,SOFT,2.0,10,68.311,31.9,52.0,28.4,0.9,False
2026,8,Austrian Grand Prix,Spielberg,FP3,BOT,Cadillac,SOFT,2.0,16,69.74,32.2,52.0,27.3,1.9,False
2026,8,Austrian Grand Prix,Spielberg,FP3,COL,Alpine,SOFT,5.0,7,68.394,32.4,52.7,27.2,0.8,False
2026,8,Austrian Grand Prix,Spielberg,FP3,GAS,Alpine,SOFT,2.0,6,68.193,31.9,51.6,28.7,2.0,False
2026,8,Austrian Grand Prix,Spielberg,FP3,HAD,Red Bull Racing,SOFT,9.0,19,67.912,32.6,52.7,26.9,0.5,False
2026,8,Austrian Grand Prix,Spielberg,FP3,HAM,Ferrari,SOFT,2.0,14,67.211,31.9,51.6,28.7,2.0,False
2026,8,Austrian Grand Prix,Spielberg,FP3,HUL,Audi,SOFT,5.0,10,68.303,32.3,52.3,27.9,0.7,False
2026,8,Austrian Grand Prix,Spielberg,FP3,LAW,Racing Bulls,SOFT,2.0,11,68.031,31.7,51.5,28.8,0.9,False
2026,8,Austrian Grand Prix,Spielberg,FP3,LEC,Ferrari,SOFT,9.0,7,67.452,32.4,52.7,27.2,0.8,False
2026,8,Austrian Grand Prix,Spielberg,FP3,LIN,Racing Bulls,SOFT,2.0,14,68.109,31.8,52.0,28.4,0.9,False
2026,8,Austrian Grand Prix,Spielberg,FP3,NOR,McLaren,SOFT,2.0,7,67.36,31.9,51.6,28.7,2.0,False
2026,8,Austrian Grand Prix,Spielberg,FP3,OCO,Haas F1 Team,SOFT,2.0,7,68.707,32.2,52.0,27.3,1.9,False
2026,8,Austrian Grand Prix,Spielberg,FP3,PER,Cadillac,SOFT,2.0,21,69.532,31.7,52.0,28.4,0.9,False
2026,8,Austrian Grand Prix,Spielberg,FP3,PIA,McLaren,SOFT,5.0,5,67.344,31.8,52.6,28.7,1.0,False
2026,8,Austrian Grand Prix,Spielberg,FP3,RUS,Mercedes,SOFT,6.0,11,67.096,32.1,52.5,27.4,1.7,False
2026,8,Austrian Grand Prix,Spielberg,FP3,SAI,Williams,SOFT,2.0,15,68.843,31.8,52.6,28.7,1.0,False
2026,8,Austrian Grand Prix,Spielberg,FP3,STR,Aston Martin,SOFT,5.0,11,70.567,32.3,52.3,27.9,0.7,False
2026,8,Austrian Grand Prix,Spielberg,FP3,VER,Red Bull Racing,SOFT,2.0,6,67.369,31.8,51.2,29.3,1.4,False
2026,9,British Grand Prix,Silverstone,FP1,ALB,Williams,SOFT,2.0,19,91.697,22.5,41.4,44.0,2.1,False
2026,9,British Grand Prix,Silverstone,FP1,ALO,Aston Martin,MEDIUM,3.0,16,92.957,22.3,42.3,46.3,2.1,False
2026,9,British Grand Prix,Silverstone,FP1,ANT,Mercedes,SOFT,2.0,19,89.473,22.6,42.7,43.5,2.9,False
2026,9,British Grand Prix,Silverstone,FP1,BEA,Haas F1 Team,SOFT,5.0,17,91.373,22.6,42.2,45.4,0.9,False
2026,9,British Grand Prix,Silverstone,FP1,BOR,Audi,MEDIUM,2.0,16,91.035,22.3,42.3,46.3,2.1,False
2026,9,British Grand Prix,Silverstone,FP1,BOT,Cadillac,MEDIUM,2.0,15,92.15,22.6,42.7,45.9,1.6,False
2026,9,British Grand Prix,Silverstone,FP1,COL,Alpine,MEDIUM,5.0,18,90.966,22.6,42.3,46.3,2.1,False
2026,9,British Grand Prix,Silverstone,FP1,GAS,Alpine,MEDIUM,3.0,13,92.195,22.4,42.2,45.4,0.9,False
2026,9,British Grand Prix,Silverstone,FP1,HAD,Red Bull Racing,SOFT,2.0,19,90.338,22.5,41.4,44.0,2.1,False
2026,9,British Grand Prix,Silverstone,FP1,HAM,Ferrari,SOFT,2.0,20,89.26,22.2,42.4,45.8,1.4,False
2026,9,British Grand Prix,Silverstone,FP1,HUL,Audi,MEDIUM,5.0,20,90.743,22.6,42.7,45.9,1.6,False
2026,9,British Grand Prix,Silverstone,FP1,LAW,Racing Bulls,MEDIUM,3.0,18,90.85,22.5,42.9,46.0,1.2,False
2026,9,British Grand Prix,Silverstone,FP1,LEC,Ferrari,SOFT,4.0,22,89.859,22.3,42.3,46.3,2.1,False
2026,9,British Grand Prix,Silverstone,FP1,LIN,Racing Bulls,MEDIUM,5.0,21,91.339,22.6,42.7,43.5,2.9,False
2026,9,British Grand Prix,Silverstone,FP1,NOR,McLaren,SOFT,2.0,17,90.288,22.5,41.4,44.0,2.1,False
2026,9,British Grand Prix,Silverstone,FP1,OCO,Haas F1 Team,SOFT,5.0,16,91.684,22.4,42.2,45.4,0.9,False
2026,9,British Grand Prix,Silverstone,FP1,PER,Cadillac,MEDIUM,2.0,15,92.241,22.6,42.7,45.9,1.6,False
2026,9,British Grand Prix,Silverstone,FP1,PIA,McLaren,SOFT,2.0,16,90.147,22.6,42.5,44.5,0.0,False
2026,9,British Grand Prix,Silverstone,FP1,RUS,Mercedes,SOFT,2.0,20,89.938,22.6,42.5,44.5,0.0,False
2026,9,British Grand Prix,Silverstone,FP1,SAI,Williams,SOFT,2.0,21,91.684,22.6,42.7,43.5,2.9,False
2026,9,British Grand Prix,Silverstone,FP1,STR,Aston Martin,MEDIUM,2.0,16,93.13,22.5,41.3,44.7,2.3,False
2026,9,British Grand Prix,Silverstone,FP1,VER,Red Bull Racing,SOFT,2.0,18,90.24,22.3,42.3,46.3,2.1,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,ALB,Williams,SOFT,4.0,12,109.337,24.3,38.5,42.6,2.3,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,ANT,Mercedes,SOFT,2.0,12,107.603,24.1,39.9,42.9,1.9,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,BEA,Haas F1 Team,SOFT,2.0,10,109.01,23.8,36.9,41.0,1.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,BOR,Audi,SOFT,2.0,8,108.406,23.9,39.4,44.7,1.7,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,BOT,Cadillac,SOFT,2.0,13,109.839,24.3,38.3,40.1,2.3,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,COL,Alpine,SOFT,2.0,10,109.403,24.0,37.8,40.3,2.7,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,CRA,Aston Martin,SOFT,4.0,11,113.199,23.8,36.9,41.0,1.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,GAS,Alpine,SOFT,2.0,12,109.712,23.9,39.4,44.7,1.7,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,HAD,Red Bull Racing,SOFT,2.0,13,107.322,24.1,38.7,43.5,1.6,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,HAM,Ferrari,SOFT,4.0,11,107.215,24.3,38.5,42.6,2.3,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,HUL,Audi,SOFT,2.0,14,108.962,23.9,39.5,45.4,0.9,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,LAW,Racing Bulls,SOFT,4.0,12,108.432,24.2,38.2,43.7,1.7,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,LEC,Ferrari,SOFT,4.0,12,107.277,24.3,38.5,42.6,2.3,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,LIN,Racing Bulls,SOFT,2.0,12,108.234,23.9,39.5,43.5,0.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,NOR,McLaren,SOFT,2.0,10,107.931,24.0,37.8,40.3,2.7,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,OCO,Haas F1 Team,SOFT,2.0,10,109.449,23.8,36.9,41.0,1.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,PER,Cadillac,SOFT,2.0,12,110.226,24.0,39.2,44.3,1.0,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,PIA,McLaren,SOFT,2.0,10,107.522,24.2,38.5,39.3,3.5,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,RUS,Mercedes,SOFT,2.0,10,107.959,24.1,38.7,43.5,1.6,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,SAI,Williams,SOFT,4.0,12,110.862,24.3,38.5,42.6,2.3,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,STR,Aston Martin,SOFT,2.0,6,112.808,24.2,38.3,39.8,3.3,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP1,VER,Red Bull Racing,SOFT,2.0,14,107.07,23.9,39.5,43.5,0.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,ALB,Williams,SOFT,2.0,6,108.019,24.1,34.5,40.7,1.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,ALO,Aston Martin,SOFT,3.0,7,111.418,24.5,32.8,39.6,1.5,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,ANT,Mercedes,SOFT,2.0,8,105.944,24.1,34.5,40.7,1.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,BEA,Haas F1 Team,SOFT,2.0,6,107.792,24.6,33.6,40.0,0.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,BOR,Audi,SOFT,2.0,6,107.952,24.5,31.8,40.3,1.7,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,BOT,Cadillac,SOFT,2.0,7,109.199,24.6,34.5,40.2,3.3,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,COL,Alpine,SOFT,2.0,7,107.147,24.6,33.6,40.0,0.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,GAS,Alpine,SOFT,2.0,5,107.36,24.5,33.6,39.1,3.4,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,HAD,Red Bull Racing,SOFT,2.0,9,106.714,24.1,34.5,40.7,1.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,HAM,Ferrari,SOFT,2.0,5,106.691,24.3,34.0,41.5,0.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,HUL,Audi,SOFT,2.0,3,108.333,24.5,31.8,39.3,1.2,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,LAW,Racing Bulls,SOFT,2.0,5,107.434,24.5,32.9,39.9,2.1,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,LEC,Ferrari,SOFT,2.0,6,107.035,24.3,34.0,41.5,0.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,LIN,Racing Bulls,SOFT,4.0,7,107.294,24.5,32.9,39.9,2.1,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,NOR,McLaren,SOFT,2.0,5,106.134,24.6,33.6,40.0,0.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,OCO,Haas F1 Team,SOFT,2.0,7,107.958,24.6,33.6,40.0,0.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,PER,Cadillac,SOFT,2.0,9,109.596,24.3,34.0,41.5,0.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,PIA,McLaren,SOFT,2.0,2,106.926,24.5,31.8,39.3,1.2,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,RUS,Mercedes,SOFT,2.0,8,107.229,24.7,34.1,40.0,2.2,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,SAI,Williams,SOFT,2.0,7,108.256,24.5,33.7,39.8,0.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,STR,Aston Martin,SOFT,4.0,6,111.131,24.4,32.1,40.5,1.3,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP2,VER,Red Bull Racing,SOFT,2.0,11,106.416,24.1,34.5,40.7,1.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,ALB,Williams,SOFT,2.0,9,107.99,20.6,35.7,56.2,1.5,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,ALO,Aston Martin,SOFT,2.0,5,110.155,20.6,35.7,56.2,1.5,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,ANT,Mercedes,SOFT,2.0,3,105.99,20.4,34.2,59.1,1.5,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,BEA,Haas F1 Team,SOFT,2.0,12,107.92,20.8,34.2,56.7,1.7,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,BOR,Audi,SOFT,2.0,7,107.049,20.8,34.8,56.9,3.3,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,BOT,Cadillac,SOFT,2.0,14,108.644,20.9,33.8,56.9,1.8,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,COL,Alpine,SOFT,4.0,11,107.904,21.0,35.7,57.3,1.6,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,GAS,Alpine,SOFT,4.0,11,107.949,21.0,35.6,57.3,1.3,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,HAD,Red Bull Racing,MEDIUM,8.0,10,107.096,20.7,35.4,58.2,1.7,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,HAM,Ferrari,SOFT,2.0,9,106.382,20.8,34.2,56.7,1.7,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,HUL,Audi,SOFT,2.0,8,106.924,20.8,36.6,56.0,2.1,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,LAW,Racing Bulls,SOFT,3.0,13,107.294,20.6,35.7,56.2,1.5,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,LEC,Ferrari,SOFT,4.0,6,106.75,21.0,35.6,57.3,1.3,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,LIN,Racing Bulls,SOFT,3.0,11,107.176,20.6,35.7,56.2,1.5,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,NOR,McLaren,SOFT,2.0,11,106.129,20.7,36.9,57.2,1.4,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,OCO,Haas F1 Team,SOFT,2.0,12,108.73,20.8,34.3,57.1,3.0,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,PER,Cadillac,SOFT,2.0,13,108.99,20.8,34.8,56.9,3.3,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,PIA,McLaren,SOFT,2.0,9,106.785,20.8,36.6,56.0,2.1,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,RUS,Mercedes,SOFT,2.0,4,106.357,20.8,36.6,56.0,2.1,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,SAI,Williams,SOFT,4.0,11,108.692,20.1,33.0,61.0,2.0,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,STR,Aston Martin,SOFT,2.0,5,110.631,20.6,35.7,56.2,1.5,False
2026,10,Belgian Grand Prix,Spa-Francorchamps,FP3,VER,Red Bull Racing,SOFT,2.0,4,106.138,20.8,36.6,56.0,2.1,False
2026,11,Hungarian Grand Prix,Budapest,FP1,ALB,Williams,SOFT,2.0,17,81.819,23.1,40.8,29.6,1.3,False
2026,11,Hungarian Grand Prix,Budapest,FP1,ALO,Aston Martin,SOFT,2.0,12,81.55,23.4,46.2,28.9,2.1,False
2026,11,Hungarian Grand Prix,Budapest,FP1,ARO,Alpine,SOFT,5.0,19,82.168,23.1,42.1,29.0,2.8,False
2026,11,Hungarian Grand Prix,Budapest,FP1,BOR,Audi,SOFT,2.0,17,80.36,23.1,42.1,29.0,2.8,False
